sentence	sentence_id	locale	reason
Глобальная контртеррористическая стратегия Организации Объединенных Наций.	29f042e12c5e01cd9248f5255e306857cb3a3668e886eb4c8fb68c35820305e6	ru	difficult-pronounce
Утрата — самый жестокий враг мира, а отчаяние — самый сильный союзником экстремизма.	338c163674f020b38831147b415ab7198b3a0fce3c34423e5ffa88da2fdde760	ru	grammar-or-spelling
Однако для завершения создания режима контроля требуются дополнительных усилия.	405df79fb4b2867434f4eb934d655631d706340fb4ab8655c537f7cc838a7d00	ru	grammar-or-spelling
Я заверяю Комитет во всемерной поддержке его работы по стороны испанской делегации.	37412b4852fd4a7c63b3ce92780c3edec11c634ad79eb2af5335c07ef0205b8a	ru	grammar-or-spelling
Причиной напряженность зачастую становятся невежество, боязнь других и чувство причиненной несправедливости.	4953224a4a066cdf5039c9d3fa3f8a266cfbacf5625555e2e4564256bf6ed5c6	ru	grammar-or-spelling
Финляндия искренне приветствует постоянные усилия по всемирному контролю за вооружениями и ядерному разоружения.	4340df73dfc8d4d14371c7b667f1118dce6bd75302f608fa7dcc909121cb5a1d	ru	grammar-or-spelling
Глобализованный мира всегда создавал проблемы для Африки и развивающегося мира.	8254364728e615fc2639f56dad9959a507ef0d0d5220e58f254b59edcbf90ad0	ru	grammar-or-spelling
На прошлой неделе Совет по правам человека принял резолю.	c14d21ef8d33297a264b130b317fd195d966c0f6d54ec6a4d49f78a8302b68e5	ru	grammar-or-spelling
Вот почему мы с прискорбием должны признать, что существуют огромный разрыв в плане равенства.	c1b27dfdbe0844fa266adc09f60b052b6ce2506190d4a8a2e8d474beb080aaa8	ru	grammar-or-spelling
В эти дни Европа особенно нуждается в мужество и искренности.	bfc13496f4f544f2ab2ab8ff9cca95658ff80e3e6f5112eef969c1e20f7b588a	ru	grammar-or-spelling
Мы надеемся, что к нему присоединиться большее число соавторов, представляющих разные регионы.	c4e19777f82cccf8f7db522a39b200d8ad65d6b9bb95624eb7c72b1d209186f7	ru	grammar-or-spelling
На прошлой неделе Совет по правам человека принял резолю.	c14d21ef8d33297a264b130b317fd195d966c0f6d54ec6a4d49f78a8302b68e5	ru	grammar-or-spelling
Мы надеемся, что к нему присоединиться большее число соавторов, представляющих разные регионы.	c4e19777f82cccf8f7db522a39b200d8ad65d6b9bb95624eb7c72b1d209186f7	ru	grammar-or-spelling
На прошлой неделе Совет по правам человека принял резолю.	c14d21ef8d33297a264b130b317fd195d966c0f6d54ec6a4d49f78a8302b68e5	ru	grammar-or-spelling
Заметьте, я сказал люди, а не «мужчины».	c705ce275af3d5ea8c8ad211da559d7257711411ccfb61bc6257f2bfc08181e8	ru	difficult-pronounce
Нам необходимо продолжать развивать глобальную культуру ядерной безопасности.	e500e9e46f340fc3ec73a96d62cd668b8df347939c075a870dd4cec8a9287200	ru	offensive-language
Нам необходимо продолжать развивать глобальную культуру ядерной безопасности.	e500e9e46f340fc3ec73a96d62cd668b8df347939c075a870dd4cec8a9287200	ru	grammar-or-spelling
Нам необходимо продолжать развивать глобальную культуру ядерной безопасности.	e500e9e46f340fc3ec73a96d62cd668b8df347939c075a870dd4cec8a9287200	ru	difficult-pronounce
Нам необходимо продолжать развивать глобальную культуру ядерной безопасности.	e500e9e46f340fc3ec73a96d62cd668b8df347939c075a870dd4cec8a9287200	ru	different-language
Нам необходимо продолжать развивать глобальную культуру ядерной безопасности.	e500e9e46f340fc3ec73a96d62cd668b8df347939c075a870dd4cec8a9287200	ru	ok
Я хотел бы особо поблагодарить членов Бюро, а также Секретаря Комитета и его сотрудников.	e8f0869b1cdcdf5d79337040bf95e5ffc18bf7d8a95eb0610222dec08f630557	ru	offensive-language
Это не жалоба и не стремлением вызвать жалость.	f3ba6ebabea1be36eafa6ff662b24d7cf5fdb7668abfb115f968557047ceb68c	ru	grammar-or-spelling
Объединившись, мы сможет одержать победу над крупными табачными компаниями.	efb7191f376b8988df170b34cf61de723172d050184087cb79f1068584936817	ru	grammar-or-spelling
Организации Объединенных Наций надлежит и впредь руководить нашими усилиями в обеспечение эффективной траты средств.	fa70efa197fdb512ae9bdf7f65c32b2cabbe4783f788d371265305247e9ca979	ru	grammar-or-spelling
Мы является представители различных национальностей, но принадлежим к единому роду человеческому.	01435023d45eb8f73608b757dde15150736ab2148387350c577a58f344700f23	ru	grammar-or-spelling
Я предоставляю слово представителю Багамских Островов, которая выступит от имени латиноамериканских и карибских государств.	214434ad4858d00b6d255d2bbfa0da6884024fda6b4fddf626be3664871011ab	ru	grammar-or-spelling
Все органы Организации Объединенных Наций теперь должны быть активно вовлечены в этом дело.	25820910c3d8f96eb7e098dd98a1221c75f8a077c19df2b00af9e5e7f39c0f7e	ru	grammar-or-spelling
Мы не может и далее следовать по этому пути.	6f9e64b9b799a56681a2a3508e7d3fc9283726b775cba8df6039c20f143de39a	ru	grammar-or-spelling
В настоящее время стороны готовят своих письменные заявления.	bce14b2efd3af8a49f066b9325e7361b4c5adcfa7e9ff6cc492a7390d14f810b	ru	grammar-or-spelling
Мы не может и далее следовать по этому пути.	6f9e64b9b799a56681a2a3508e7d3fc9283726b775cba8df6039c20f143de39a	ru	grammar-or-spelling
Катавасов был ему приятен ясностию и простотой своего миросозерцания.	153765cab89fe3e38013d7e5ee7ca1a8641d6dfeb28c0ef1a299790be173b282	ru	grammar-or-spelling
Для успеха необходимы партнерские отношения между государственным и частным секторами.	1f3dd890f34d88580fc2ee82e3676e9da942f693d3825f68fe6b10eee1a4050e	ru	grammar-or-spelling
Катавасов был ему приятен ясностию и простотой своего миросозерцания.	153765cab89fe3e38013d7e5ee7ca1a8641d6dfeb28c0ef1a299790be173b282	ru	grammar-or-spelling
Я никак не думал, что это так интересно!	2a57b2d01def617938e0e3ea4bd0e5da161be2d2e5b14810fd6eff93233bb413	ru	grammar-or-spelling
Ей нужна было успокоиться и выйти из этого мучительного положения.	df2d341109b5c5b2b71c9fd6ef87d312eeebede93e83e2c6990f383c81c0d6bd	ru	grammar-or-spelling
Люксембург также придает большое значение расширению участия гражданского общества в работе Конференции по разоружению.	37cd85cde0d00a6ff5289cf8b06227ab6c748d1c806b70c44df5b83d476d190f	ru	different-language
Священник был тот же самый, который исповедывал Левина.	3798efa83b2ae7adcc32df83e0e67e4ba976473f38ca29c7aa500be412437ad8	ru	grammar-or-spelling
Недавние события на международном уровне весьма очевидно это продемонстрировали.	fc2ddd9405ddc309676a4bc321764cd234af125d87d7080c2ca7d9cee6ef4ef0	ru	???? ???? ????? ?????? ????????? ??? ? ??? ???? ?
На поляне возле стрелкового тира Тимур нашел Гейку и Симу.	4c40773305f758fdd27064352a517f5e9cf8e771249ae27697bf7474f2528622	ru	different-language
Позвольте мне сказать о некоторых важных аспектах своего опыта как президента.	403a89c5064a31d12a23f79842baac187dd0857b3cfa87bc14db2af3dd3f0154	ru	different-language
Слово предоставляется Постоянному наблюдателю от Святого Престола.	4774b29fa737594b655194284edfb339d53a1f8f0438e466e08e1c8852d0b62e	ru	different-language
Это было бы анахронизмом в глобализированном мире.	4ae7b2028483f03927318a549608f49f7ddc5b6807dd081429976c1e232c85d1	ru	different-language
Одним из кризисов, сопутствующих кризису капиталистической системы, является продовольственный кризис.	4a7f0cd3cbcff2dd1e2994685a92f4a11e7c45c2e7d643112a43e097a64fc886	ru	different-language
Я хотел бы подробнее остановиться на следующих пяти пунктах.	4c34dd991e57cbce2e9e11aa36b3ba86e87e69381afd9ef7497b9d841f709686	ru	different-language
Я также хотела бы заверить Вас в своей поддержке Ваших усилий.	4b1327a9076dc82afe70e4e3fac45181789917c58d231e52161bc5328700466c	ru	different-language
Банк с ростовщическими процентными ставками, обусловленные кредиты и кредиты, предусматривающие страхование, не решают проблемы.	4f129c0d14e812d002eeb5d279dadb008dacf2b3731eeb699df24d993e2b3b97	ru	grammar-or-spelling
Банк с ростовщическими процентными ставками, обусловленные кредиты и кредиты, предусматривающие страхование, не решают проблемы.	4f129c0d14e812d002eeb5d279dadb008dacf2b3731eeb699df24d993e2b3b97	ru	This sentence makes no sense and some words are extremely rare in modern Russian language.
Мы расширяем права и возможности своих граждан.	50f431591e3820d7f5e03664cf17595a0626b7dd65445dd5f91b5fc51ce55ad3	ru	different-language
Почему мы это делаем?	51378c9ec976cb0acd3181c234a9e42c04f1d927671fa2eb9b2dfdb7aac1603d	ru	"? ??????????? ????? ????????? ?????? ?? ?????? ?????, ???????:

?????? ?? ??? ???????
?????? ?? ??? ???????
?????? ?? ??? ???????

? ??? ?????? ??????? ???? ?????? ?? ?????? ??????? ? ??? ??? ??????????? ????? ?????????? ?????? ????? ? ???????????? ??? ??"
Участие государств-участников в этих прениях стратегического характера будет иметь особо важное значение.	6a3a3b3762ba63ea92827651b180004344bafbef937956439cd34b37d5d21248	ru	???? ???? ?????? ??????,?? ??? ???? ? ????. ?? ????????? ? ??????? ???????
Сегодня настало время для активных и решительных действий и в области разоружения и нераспространения.	8a03829e69b81c2534ad364616bf8f8881b7697dbf308ccc600529d6d8f84c26	ru	grammar-or-spelling
Лига арабских государств решительно отреагировала на происходящие в Сирии события; ее усилия следует поддержать.	89a01b92bf588e363a47371f30932d7e5efe926ccb46c7cc6a969eade9e7488f	ru	grammar-or-spelling
Голос Африки должен быть громче слышан на международной арене.	8f8e681773299d50cca8a6572f5f80da0350fc3aaa37afd163728304c50d8c66	ru	grammar-or-spelling
Одновременно угрозы безопасности в информационно-компьютерной области создают серьезный вызов международному сообществу.	8648ff7e7544fc89320fb8e86470b6aaf60a2430e4fa4bc1d9d31b5a9e30528a	ru	grammar-or-spelling
Это правильная оценка того, что ожидается от нас условиях экономического и долгового кризиса.	8d62c6d39ce06e434b9ce36137051aeffdb3741592080a3ea4ef847293b71ffa	ru	grammar-or-spelling
Деятельность по программам Регионального центра будет попрежнему финансироваться за счет внебюджетных ресурсов.	8f1937fb7ca9da69f7181608b63774fbd8f0d5509e09a3c8a32979423b80e108	ru	grammar-or-spelling
Вопервых, необходимо улучшить методы работы системы Организации Объединенных Наций и ее составляющих.	9018c4e5f26c14d2b4e99cde494ef473f2c5402b553f4aaaee5c59fe6e4c7343	ru	grammar-or-spelling
Это правильная оценка того, что ожидается от нас условиях экономического и долгового кризиса.	8d62c6d39ce06e434b9ce36137051aeffdb3741592080a3ea4ef847293b71ffa	ru	grammar-or-spelling
Деятельность по программам Регионального центра будет попрежнему финансироваться за счет внебюджетных ресурсов.	8f1937fb7ca9da69f7181608b63774fbd8f0d5509e09a3c8a32979423b80e108	ru	grammar-or-spelling
Деятельность по программам Регионального центра будет попрежнему финансироваться за счет внебюджетных ресурсов.	8f1937fb7ca9da69f7181608b63774fbd8f0d5509e09a3c8a32979423b80e108	ru	"??????????, ?? ??????, ... 
???????? ?????, ??????? ?? ? ????? ???????????"
Считаю важным сегодня в Комитете кратко напомнить об них.	7928d3eab7bbb34977677d85437387dd8145651f2495c1f6a4df7ed1747f68a4	ru	grammar-or-spelling
Поэтом ислам провозглашает, чтоб все люди равны, как зубья гребня в руках ткача.	93b54a850bd7ab2fdec7ff9cac7993b5d9e6a19dd9bb04de8898a4623c31f998	ru	grammar-or-spelling
Это правильная оценка того, что ожидается от нас условиях экономического и долгового кризиса.	8d62c6d39ce06e434b9ce36137051aeffdb3741592080a3ea4ef847293b71ffa	ru	grammar-or-spelling
В равной мере следует остановить донное траление, которое разрушает основу морских пищевых цепочек.	a100d10c2f437e4ed4fc5aeb09c7d94e5ff45989bd1dbc83a53124f7d622d6be	ru	grammar-or-spelling
При этом в нашей реакции на нынешние вызовы мы не должно ограничиваться только словами.	a623fe5e4a614b02b9d53eff4075d9b7c4c7b9ec2a30835f53cd09888ef022e3	ru	grammar-or-spelling
Фактически, международная ситуация характеризовалась и продолжает характеризоваться серьезной напряженностью.	a7908ae51ad95faf0b1021a07b9ae3d528f156e7858882cf4387d1b213cc3040	ru	?? ???????? ???????????? ??????????.
Хочу поблагодарить за представление предложения, касающегося участия неправительственных организаций в работе Первого комитета.	a675192133da55ec3057ed693a75a25ad8483b44e27fba00fb8faceb96267bd3	ru	grammar-or-spelling
А конечном счете это неотъемлемая часть реализации фундаментального принципа человеческого достоинства.	9481d9ea29085f7c8d74cfb7d406bcccfaa0ba29d4448cd0c5a2028a4caf5435	ru	grammar-or-spelling
Нежная пленка белой коры облепляла фосфор, и огонь тух.	a16cb395105519aec7bc7469f08516c96ce22ea55069761270f05aa3aae7a6ec	ru	grammar-or-spelling
Проводимые правительство Фиджи экономические реформы уже дают позитивные среднесрочные результаты.	ab10118bb3fa6c0d90c29a68f0b7a1904325962f94eb21cbb498dc54b2c01def	ru	grammar-or-spelling
Нам нужна более сильная и более эффективная Организации Объединенных Наций.	a5169d1a2647e039cc407833d20fac4e08bd086bbaf4c183e2d74490ba0cee51	ru	grammar-or-spelling
Нынешние общие прения дают нам важную возможность обменяться мнениями по этим ключевым вопросам.	af3361c1298a8ef6dc916ae6800d2bd9f335d90d61e36d9e9250462dfcb7d3ef	ru	????? ?????????????????? ???? (????? ??? ??????? ? ?????????, ??? ????? ?????). ??????? ????? ??????????? ????? ??????????? ???????????? ?????
Проводимые правительство Фиджи экономические реформы уже дают позитивные среднесрочные результаты.	ab10118bb3fa6c0d90c29a68f0b7a1904325962f94eb21cbb498dc54b2c01def	ru	grammar-or-spelling
Первым компонентом консенсуса является ответственность, как совместная, так и раздельная.	b34b346b97a7e08f10276592087053b4743e6b90a84a206096ee96986c062075	ru	grammar-or-spelling
Большое спасибо заместителю Постоянного представителя Алжира за его замечания.	afb1eb087f5104e26f2cc06540512d957d7fcc1ec4f47a2dbd36047edb28b2f8	ru	grammar-or-spelling
Север это или Юг?	b811a4cee105bcb3ca403e5f66e028d471cb9ff4f7de4e625b5b7bd8a4871407	ru	grammar-or-spelling
Вопервых, речь идет о всеобъемлющем подходе.	bfc41f550ffc5286149adfd27ce0dcaacb01fe34da78d1ef0942be6a71e752b7	ru	grammar-or-spelling
Вот почему мы с прискорбием должны признать, что существуют огромный разрыв в плане равенства.	c1b27dfdbe0844fa266adc09f60b052b6ce2506190d4a8a2e8d474beb080aaa8	ru	grammar-or-spelling
Вот почему мы с прискорбием должны признать, что существуют огромный разрыв в плане равенства.	c1b27dfdbe0844fa266adc09f60b052b6ce2506190d4a8a2e8d474beb080aaa8	ru	grammar-or-spelling
Налицо растущая фрустрация и недовольство в связи с положением дел.	be337d7030dab95169afd625335887e58012754e1e7184e7911afe7abf9d7fa7	ru	grammar-or-spelling
Поэтому мы не приемлем четвертого пункта преамбулы настоящей резолюции.	c7882e30704b95775eeb903e78b7e9d55824c69bd908a91ae9da718794f10ea7	ru	grammar-or-spelling
Меня больше интересует в культуре… меньше всего искусство интересует.	cf050d975822085bedb56c47be0f23a2cec90c801bdde477057244ac68accb37	ru	grammar-or-spelling
Как друг палестинского народа мы считаем, что пришло время для прямых переговоров.	d8b370663e2b652ce857896e8ca5a586b1b28ce0c66633cf932722e51874117c	ru	grammar-or-spelling
Принося дары моих предков,.	dcb9079ee43557ad89d2d6ef4be3ab6d6e0ffc8f3f51899c9765643a9b2eb298	ru	grammar-or-spelling
Этот проект резолюции призван значительно укрепить глобальный режима ядерного разоружения и ядерного нераспространения.	d84e09a87451112d9ae13c72e6abc5e847e9bc898b074b05df911609a1113cf4	ru	grammar-or-spelling
восемь	28d3184c09958cdd731e011f327fb1fbea6b638c9d8cea433f444add7529cfcc	ru	offensive-language
девять	0d79b87727c7db601d7e7e120cc76a33c579c30e0b06076157199ced9aa99869	ru	offensive-language
девять	0d79b87727c7db601d7e7e120cc76a33c579c30e0b06076157199ced9aa99869	ru	grammar-or-spelling
Этот проект резолюции призван значительно укрепить глобальный режима ядерного разоружения и ядерного нераспространения.	d84e09a87451112d9ae13c72e6abc5e847e9bc898b074b05df911609a1113cf4	ru	grammar-or-spelling
Соединенные Штаты попрежнему привержены сохранению памяти о рабстве в истории нашей страны.	da3da1ea3359189b2eee4f9ed4acd3a444126628ee4b794bd22636ee9221ea81	ru	grammar-or-spelling
Будем надеяться, что следующий доклад Совет не будет выдержан в духе этой местной практики.	de3bfc1d41c6ae585eb29776786f0c686e5c57592c588b0c5a62f3b211e98b34	ru	grammar-or-spelling
Швейцария стремится обеспечить принятие шагов по с целью оживления деятельности Конференции по разоружению.	d440446a96bbb25b1d4130f34daeeb5247316e22b1b88c1655c9a9b40e116c69	ru	grammar-or-spelling
Поиски общих позиций составляют громадную задачу как для нынешнего, так и грядущих поколений.	e2c7d98c213d4804d2c89be1f19a4cce6d7dfb175256e6fa96c3ced05c14e759	ru	grammar-or-spelling
Сокращение потребления соли — одна из наиболее экономически эффективных, осуществимых и доступного мер здравоохранения.	ed2e81889bc3abe8727f458e977de4ded7ce6079efbe5c1a4b8a2243555d5d4c	ru	grammar-or-spelling
Противоречит истории утверждение о том, что оккупированные земли являются израильской территорией.	f24ed20a635374b3e34089ecb05a345a01c32a53280fdb30f21cd05e963d7638	ru	?? ????? ??????????
Тем не менее, как сказала вчера первый заместитель Генерального секретаря,.	f4e35844507f103130cb9c38782ed71bf9bd26a316e8be20831aba47df91a98a	ru	grammar-or-spelling
Это тот сигнал, который посылается всему миру при каждой очередной ратификации Римского статута.	d1f2aa9cb0fbdcd1d059962efccd7d256b06151ea4d446238380e668ab047c0a	ru	grammar-or-spelling
